,baseMean,log2FoldChange,lfcSE,pvalue,padj
GRHL1,115.774779,-1.733399076,0.194872933,1.58E-19,3.52E-18
RGS2,61.43038091,-2.817782122,0.321872604,3.25E-19,7.10E-18
OVOL1,113.1865252,-1.769348052,0.205469652,1.90E-18,3.99E-17
MT1H,188.2272358,-1.769156201,0.212905085,2.59E-17,5.12E-16
LAMP1,246.371261,-1.142189529,0.137430834,4.52E-17,8.78E-16
EHF,133.7802381,-1.789242368,0.219850543,1.05E-16,2.00E-15
WDR83OS,230.7609723,-1.47707152,0.185174942,5.13E-16,9.37E-15
PSMB6,217.1949522,-1.149097968,0.143565496,5.82E-16,1.06E-14
ADIPOR1,233.2536466,-1.058440721,0.133455283,1.16E-15,2.08E-14
MT1X,188.6643398,-1.60863761,0.205666353,1.54E-15,2.74E-14
HADHB,85.5704494,-1.751065051,0.227142019,3.36E-15,5.86E-14
TUBB2A,174.1568125,-1.393593431,0.181130009,5.27E-15,9.07E-14
SERF2,121.1819497,-1.491131941,0.194887261,6.88E-15,1.18E-13
EIF3H,77.49254306,-1.840220589,0.242341119,7.64E-15,1.31E-13
COX7A2,159.3917747,-1.337102314,0.17485611,8.14E-15,1.39E-13
HIF1A,231.1667606,-1.025051181,0.133344906,8.29E-15,1.41E-13
ATP5PB,105.2524875,-1.697656649,0.224661599,1.13E-14,1.92E-13
GET3,130.0852861,-1.499379814,0.19851435,1.44E-14,2.41E-13
COX6A1,158.870291,-1.399900045,0.188582159,4.20E-14,6.79E-13
TUFT1,122.9868079,-1.486962552,0.201269947,5.07E-14,8.14E-13
FLG,75.27229642,-1.861645474,0.254099229,5.85E-14,9.37E-13
H2AFJ,58.8232432,-2.295188334,0.316772891,7.52E-14,1.19E-12
ABCA12,138.0071571,-1.40790804,0.192889074,1.07E-13,1.68E-12
THBS2,33.01026844,-3.066126488,0.427546469,1.10E-13,1.72E-12
RPL41,200.8222521,-1.123259734,0.156027401,2.99E-13,4.54E-12
RHOB,162.9299066,-1.290393131,0.180161644,3.30E-13,4.98E-12
PSME1,59.00547611,-1.975073203,0.283420544,7.03E-13,1.02E-11
SLC30A1,73.83028986,-1.854810717,0.265911597,7.41E-13,1.08E-11
CLDN4,76.55839344,-1.801860443,0.258577333,8.19E-13,1.18E-11
NUCB1,54.44102218,-2.171160267,0.316809203,1.36E-12,1.93E-11
NACA,141.2502192,-1.176857262,0.16950746,1.80E-12,2.52E-11
CCNB1,34.18514603,-2.684593035,0.396050434,1.83E-12,2.55E-11
SPRR3,69.82637973,-2.395550882,0.355659295,2.54E-12,3.50E-11
RND3,122.4609693,-1.299478788,0.191246802,4.52E-12,6.12E-11
NOLC1,104.9287004,-1.3825692,0.205359311,6.29E-12,8.42E-11
CHMP2A,148.5197392,-1.145093747,0.172013839,1.41E-11,1.82E-10
FIS1,115.7152347,-1.331866359,0.202817579,2.02E-11,2.57E-10
HSPB8,194.9983542,-1.089837736,0.165019211,2.07E-11,2.64E-10
COX7B,120.5187653,-1.363199979,0.20996401,3.21E-11,4.05E-10
CITED2,55.49914248,-1.957983703,0.314007291,9.73E-11,1.18E-09
PFDN5,137.3154987,-1.124167798,0.179691784,1.96E-10,2.31E-09
ASPRV1,181.6760315,-1.340804971,0.216253144,2.43E-10,2.84E-09
OAT,114.9030928,-1.22191538,0.199527828,4.12E-10,4.72E-09
PPARD,79.70508478,-1.395993315,0.23260499,7.20E-10,8.12E-09
UBALD2,71.89389693,-1.492609144,0.255347893,1.65E-09,1.80E-08
ZFAS1,52.67853783,-1.664785082,0.286379982,1.73E-09,1.88E-08
COX4I1,117.9959135,-1.116529179,0.191379188,2.70E-09,2.87E-08
SLC44A2,70.34707933,-1.389592046,0.241437211,3.20E-09,3.39E-08
COPZ1,93.80249182,-1.261227883,0.220711238,4.66E-09,4.85E-08
RAB13,70.33986454,-1.394619098,0.250041544,8.91E-09,9.04E-08
EMC7,102.2913171,-1.368703448,0.246769805,1.09E-08,1.09E-07
SLC35B2,82.39196391,-1.498663292,0.275396628,1.73E-08,1.69E-07
CD81,119.2705396,-1.046762265,0.189776593,1.86E-08,1.81E-07
FILIP1L,22.23490995,-2.589443978,0.492426936,2.23E-08,2.13E-07
TECR,93.53643855,-1.324569629,0.244456539,2.41E-08,2.29E-07
ACO2,93.07864383,-1.186643572,0.219933902,3.15E-08,2.95E-07
CD68,72.05749552,-1.452604628,0.272624453,3.39E-08,3.15E-07
NLRP10,69.64331115,-1.513244708,0.291181749,6.52E-08,5.85E-07
SCAMP2,101.6627352,-1.113366368,0.211878161,7.30E-08,6.50E-07
MAOA,31.06725843,-2.010954891,0.395481329,7.74E-08,6.89E-07
NDUFB11,45.34500121,-1.77577287,0.34852356,8.54E-08,7.55E-07
RAET1L,143.6825748,-1.123282974,0.215450644,9.09E-08,8.01E-07
IDH3B,84.22964244,-1.237215398,0.238712255,9.51E-08,8.36E-07
UFC1,86.12689956,-1.331222109,0.258819,1.05E-07,9.16E-07
SEMA3C,38.36444647,-1.670859906,0.329820553,1.12E-07,9.73E-07
REXO2,75.96793456,-1.240819995,0.241069939,1.13E-07,9.85E-07
OS9,90.09017496,-1.178929282,0.229540932,1.30E-07,1.12E-06
CHP1,93.3748776,-1.070573012,0.2084178,1.46E-07,1.25E-06
CALM3,92.78732681,-1.072241542,0.208883235,1.48E-07,1.26E-06
PSMC5,73.06301628,-1.209862249,0.237116507,1.51E-07,1.28E-06
PSME2,71.14730796,-1.422399127,0.281846636,1.64E-07,1.39E-06
SEMA4A,20.24686089,-2.671254889,0.551882801,2.05E-07,1.72E-06
PSMD13,85.40424461,-1.110225223,0.219997822,2.24E-07,1.87E-06
ISG15,22.87638349,-2.361451804,0.494093201,2.82E-07,2.31E-06
COTL1,28.73116477,-1.895838907,0.396589712,3.89E-07,3.11E-06
FST,21.51954352,-2.404934922,0.519860437,5.87E-07,4.58E-06
PPP1R7,60.56193084,-1.32746383,0.276996919,6.47E-07,5.01E-06
TMEM205,103.7587053,-1.223765294,0.254221137,6.59E-07,5.08E-06
TOM1L2,43.78637289,-1.524092373,0.32161817,6.80E-07,5.23E-06
BLMH,31.03193111,-1.846850819,0.400691752,9.42E-07,7.10E-06
TINCR,33.07520613,-1.710982642,0.371467981,1.07E-06,8.01E-06
PSMA2,53.96930167,-1.33808643,0.287230995,1.22E-06,9.01E-06
DKK1,22.92258571,-2.26967081,0.506215613,1.27E-06,9.37E-06
PELI1,82.93312138,-1.065135426,0.226072106,1.29E-06,9.50E-06
LYPD5,34.29019662,-1.936832006,0.430225796,1.44E-06,1.06E-05
TM9SF4,48.84159825,-1.355452534,0.293496145,1.46E-06,1.07E-05
EPHB3,43.76392397,-1.444204795,0.315274798,1.58E-06,1.15E-05
SERPINA12,18.04799564,-2.687359887,0.611473941,1.65E-06,1.19E-05
HDAC5,44.66728777,-1.39987283,0.308027008,1.98E-06,1.41E-05
SLC35A4,56.63845708,-1.266412476,0.277525037,2.10E-06,1.50E-05
LINC00520,56.42217188,-1.356664347,0.303435138,2.93E-06,2.04E-05
ATF6B,54.33511055,-1.246812951,0.278457745,3.20E-06,2.22E-05
MPDU1,50.10855704,-1.336243497,0.300268568,3.31E-06,2.29E-05
SPPL3,42.60827674,-1.407346071,0.318070848,3.42E-06,2.36E-05
AP1B1,73.47251774,-1.077603375,0.242173722,4.43E-06,3.00E-05
SSRP1,54.92484222,-1.192686714,0.276713519,7.30E-06,4.78E-05
UBE2C,39.46244103,-1.563087107,0.37387656,8.88E-06,5.71E-05
PSG4,11.95609673,-2.776552753,0.697751745,9.49E-06,6.07E-05
DAAM1,32.83598155,-1.467516745,0.352815993,1.05E-05,6.66E-05
CLCA4,11.22330074,-3.643051457,0.906830116,1.10E-05,6.95E-05
MGME1,34.6933487,-1.508793915,0.370857168,1.46E-05,9.04E-05
WAKMAR2,10.36704719,-3.094647964,0.814636124,1.95E-05,0.00011773
KRT15,11.31195749,-2.668777092,0.700402764,1.96E-05,0.000118508
CDC20,25.79669034,-1.821017204,0.467552452,2.20E-05,0.00013243
RPS10,29.04561066,-1.567035363,0.398891923,2.51E-05,0.000148883
CRELD2,30.73471177,-1.616104688,0.413266564,2.62E-05,0.000155014
CKB,30.95537104,-1.620763286,0.415968385,2.78E-05,0.000163145
NSA2,33.87279165,-1.367465959,0.347953127,3.08E-05,0.000179878
CEP55,6.649574025,-5.160597801,1.500167625,3.15E-05,0.000183093
KLK13,13.22253683,-2.6597064,0.731565575,3.37E-05,0.000194426
RPTN,7.820560908,-3.354237264,0.925068442,3.84E-05,0.000219027
DHRS9,63.39949193,-1.18783787,0.302850911,3.97E-05,0.000225609
C12orf57,55.10282053,-1.225694921,0.316615874,4.66E-05,0.000262771
MPC1,39.85625344,-1.363504311,0.356400547,4.72E-05,0.000265506
TNNI2,6.973131678,-4.967354523,1.487120146,4.84E-05,0.000271539
CBX4,37.57683305,-1.274258813,0.333734724,5.39E-05,0.000299893
CDC23,34.94339841,-1.342356163,0.354952142,5.79E-05,0.000320681
NWD2,12.48442669,-2.295628531,0.647514825,6.15E-05,0.000337701
TYMS,7.722594447,-3.302288382,0.945973558,6.15E-05,0.000337701
DCTN3,41.01789996,-1.250277975,0.331006944,6.55E-05,0.000357431
SGK1,42.69631102,-1.289630285,0.342110691,6.55E-05,0.000357512
LMAN1,58.9002278,-1.068518332,0.279682081,6.79E-05,0.000368461
C17orf49,34.7797645,-1.459654068,0.395388803,7.28E-05,0.000392279
EDN1,11.3966794,-2.600547604,0.750714802,7.40E-05,0.000398313
CCNA2,10.4317011,-2.514501424,0.72873937,7.76E-05,0.000415962
TMPRSS11F,27.56868063,-1.716266339,0.477135076,8.13E-05,0.00043391
NUDT9,30.15621598,-1.396138395,0.380162855,8.35E-05,0.000444571
ERGIC3,75.95922563,-1.023515305,0.272044565,9.07E-05,0.000480082
BIRC5,5.117626584,-4.82778078,1.531704131,9.38E-05,0.000493689
TNFSF9,35.48663029,-1.39737703,0.390065206,0.000118427,0.000607546
POLR2K,74.18899078,-1.016799002,0.275692579,0.000121167,0.000619781
VPS52,37.96959067,-1.240656472,0.342765632,0.000122618,0.000625557
LOR,12.91664937,-2.895638103,0.874727644,0.000128335,0.000652311
DLX5,17.86386809,-1.977683911,0.583617933,0.000130952,0.000664633
MYBL2,9.95519569,-2.627598643,0.797162791,0.000131619,0.000667528
ATP6AP1,51.3506581,-1.045449619,0.286416424,0.000136304,0.000689012
MRPL21,27.95412584,-1.395459458,0.403494913,0.0001851,0.000909681
MIEN1,59.15011126,-1.055515865,0.296507995,0.000190163,0.000931575
GPR107,40.37315,-1.086831661,0.307505743,0.000201718,0.000981214
EIF4EBP3,51.72934835,-1.113263999,0.315675212,0.000203083,0.000987507
MAFB,54.93265604,-1.064133743,0.300525778,0.000204046,0.000991841
CEMIP,9.15591953,-2.552323128,0.804426471,0.000217592,0.001046991
SNHG9,67.52967114,-1.094148859,0.311920368,0.000221914,0.001066298
ARG1,21.6693362,-1.909387625,0.587082162,0.000233911,0.001118493
ID4,13.97839751,-2.318190195,0.72756306,0.000246115,0.001171572
AADACL2,4.47837315,-4.62814961,1.628016987,0.000249539,0.001186235
INPP4B,7.436930037,-2.59563884,0.839846794,0.000266206,0.001256804
SIPA1L2,18.72408277,-1.718076971,0.525123557,0.000266967,0.001259536
SNHG25,27.45157434,-2.060947938,0.654266821,0.000267751,0.00126237
PFKM,22.11861069,-1.413282314,0.424357319,0.0002905,0.001359619
GMNN,9.363262648,-2.486087765,0.817352083,0.00029979,0.001397864
RPL39,34.9655333,-1.273886373,0.383257438,0.00034527,0.001586653
NAP1L1,33.76003071,-1.12538441,0.334470104,0.00035988,0.001646665
B4GALNT3,40.26939907,-1.067461541,0.315651957,0.000364569,0.001664811
OASL,20.65952701,-1.756696805,0.554537608,0.000372515,0.001698287
SCNN1B,5.925359608,-3.408094776,1.1384194,0.000377611,0.001720381
PRC1,21.83048947,-1.59537456,0.498702979,0.000378388,0.001722783
QPRT,5.190590991,-4.054029095,1.358061972,0.000391194,0.001775815
ACSS2,31.67553872,-1.212451338,0.368089695,0.000417709,0.001885019
CKAP2L,3.926827992,-4.392047476,1.642865837,0.000432505,0.001944794
SYT8,5.317535655,-3.420697266,1.174428491,0.000451934,0.002025558
OLFM2,45.67600547,-1.116971634,0.338272609,0.000456246,0.002040907
MCM7,59.42407523,-1.091952331,0.330006936,0.000466957,0.002080857
SDHD,43.07974248,-1.073238405,0.324530616,0.000469431,0.002090651
TGM3,5.642779647,-3.110713324,1.08431976,0.000490372,0.002176627
NAA38,28.6832651,-1.422779801,0.451239901,0.000528701,0.002327296
RBP1,2.603662116,-5.622330943,2.937255868,0.000532003,0.002338789
MRPS9,46.40245266,-1.026417912,0.313026508,0.000546378,0.002396699
C12orf10,27.45531859,-1.354737675,0.427316591,0.000548468,0.002402048
JMJD8,18.31779415,-1.595740804,0.521232408,0.000583036,0.002536535
USP54,6.24006469,-2.771572613,0.97380971,0.00058351,0.002537802
COQ3,25.45500208,-1.406654418,0.450566373,0.000597987,0.002596671
IFI44,21.71894993,-1.889240071,0.636728507,0.000614672,0.002659918
NXN,37.35695848,-1.063158904,0.329727468,0.000632363,0.00272877
STX19,9.409141506,-2.455710611,0.873591749,0.000636725,0.002745018
AURKA,9.502013798,-2.157863191,0.749647868,0.000643114,0.002767374
NT5E,17.80192981,-1.549835425,0.508462595,0.000653052,0.002805765
NCF2,8.075092492,-2.555593866,0.920637915,0.000663268,0.002845228
XKRX,11.12390272,-1.882324279,0.641247336,0.000674472,0.00288781
BSCL2,27.50878827,-1.279266651,0.40891747,0.000677524,0.002898274
KRT24,4.077467336,-4.182758059,1.666583966,0.000708127,0.003010522
PDCD1LG2,2.935517098,-5.420435633,2.940482539,0.00074611,0.003153542
SPATA18,6.230823707,-2.607111824,0.948102771,0.000769191,0.003236231
MRPL11,21.89650911,-1.381028276,0.453678395,0.000788979,0.003306379
CDK2AP2,25.2481956,-1.306678576,0.428882591,0.000856741,0.003555797
SAC3D1,9.845828701,-1.954837022,0.694331958,0.00088609,0.003664382
COPS8,30.46236383,-1.104877039,0.355600693,0.000896956,0.003707096
SEC11C,22.13701695,-1.34004718,0.443680535,0.00090109,0.003718612
LMO7,13.16240127,-1.657564928,0.570366366,0.000914342,0.003764297
NDUFS3,32.00972413,-1.156225535,0.378439248,0.001000792,0.004077631
LIPN,8.216019306,-2.389643382,0.901403293,0.001024731,0.004170241
NDUFA11,37.93547994,-1.064419922,0.346032716,0.001026046,0.004174138
SAPCD2,3.640686935,-4.003650157,1.699698318,0.001085287,0.004389497
TRIP13,10.30122582,-1.921303468,0.699779039,0.00111945,0.004513118
CDCA5,6.344807107,-2.598041784,0.989757931,0.001163653,0.00467086
PHLDB2,20.08190861,-1.286264995,0.441916796,0.001363645,0.005381269
SNRPF,37.58237968,-1.013021811,0.338921847,0.001471908,0.005760729
NCAPG,4.961495037,-3.081687148,1.242812037,0.001492362,0.005832509
BACE2,8.450507228,-1.907734361,0.720919468,0.0015116,0.005899345
HAL,5.952542455,-2.762783764,1.113718607,0.001581698,0.006133024
KRT9,5.021742019,-2.829013809,1.157195603,0.001603038,0.006208792
GDPD3,39.1326598,-1.019454547,0.345516874,0.001656157,0.006389424
COMMD9,9.230089437,-1.905964913,0.72895666,0.001669734,0.006438203
NAV2,4.659614363,-2.821198596,1.163693678,0.001680098,0.00647274
FAM89B,7.363710658,-2.065784604,0.809344402,0.001685366,0.006491222
TPX2,28.99101526,-1.131678158,0.39190455,0.001758984,0.0067409
SKA3,2.896791601,-4.726603201,2.892750547,0.001764376,0.006757812
AC115522.1,11.39966829,-2.832007301,1.235938614,0.001813736,0.006914243
C1orf198,23.45835134,-1.183480534,0.414043022,0.001817612,0.006925853
MFAP3L,7.431873584,-2.010162163,0.79141213,0.001846085,0.007020107
TFAP2C,24.93151474,-1.18423657,0.417416674,0.001931253,0.007291735
WDR18,32.61437571,-1.002897795,0.344912654,0.001934309,0.00729928
GAB1,14.71002964,-1.4096689,0.514183126,0.001953451,0.007365471
CENPF,7.181893626,-2.275729701,0.912961666,0.001958989,0.007382318
KIF11,4.38417337,-2.72901755,1.143701486,0.001965174,0.007399562
IFIT1,5.712697968,-3.244996513,1.307857032,0.001973605,0.007421185
CGN,8.640646775,-1.904031781,0.742996777,0.001989105,0.00746726
LINC01819,4.165618681,-3.490356196,1.506144872,0.002071981,0.007736293
MYCL,6.96386619,-2.084860976,0.84449967,0.00211412,0.007868084
FOXM1,4.129521227,-2.905928005,1.229209408,0.002152724,0.007994509
FBLN1,4.043888482,-2.999521972,1.314546172,0.002289797,0.008451244
GALNT5,2.034931995,-4.762696249,3.075735156,0.002321949,0.008563042
ADGRF2,2.271740875,-4.420363453,2.871188891,0.002480925,0.009078961
SLC44A3,6.399987595,-2.149740043,0.904384112,0.002590171,0.00943123
EXO1,2.017800311,-4.482640167,2.951548814,0.002627073,0.009547962
ERV3-1,16.78974115,-1.327792886,0.498115393,0.002724275,0.009864863
DLGAP5,4.571471887,-2.765225513,1.263012771,0.002750178,0.009943008
OVCH2,4.05555341,-3.245369189,1.435561942,0.002760877,0.009974132
HJURP,3.014720898,-3.64232181,1.878959808,0.002763593,0.009981049
GSDME,19.7535887,-1.223861174,0.4535156,0.002796864,0.010090299
LTBP2,10.17980503,-1.683930865,0.671168797,0.002797499,0.010090299
TPRG1,2.103051571,-4.368723737,2.908429806,0.002801804,0.010103185
FNIP2,25.76014731,-1.063407667,0.385810718,0.002873481,0.010329262
VPS51,27.58232357,-1.037365547,0.376190039,0.002924269,0.010484519
CTSK,45.07756534,-1.027247036,0.371951574,0.002939649,0.010531453
TCN1,4.587839452,-3.180277473,1.430292913,0.003082482,0.010988955
BTBD11,4.7075448,-2.395643083,1.066840278,0.003144549,0.011172704
CCNB2,10.98943048,-1.603112433,0.646234191,0.003248728,0.011507303
ATP2C2,5.650602059,-2.355999272,1.048151318,0.003269768,0.01156995
KRT4,2.39642936,-4.458252913,3.099085938,0.003285926,0.011618187
RRM2,3.924483097,-2.568059954,1.175728928,0.003325539,0.011740201
WEE1,17.51129339,-1.286557803,0.492894774,0.003349241,0.011811789
CFD,2.042555235,-4.624954144,3.303263138,0.003428105,0.012049884
IL1F10,6.967065342,-2.238672501,0.999750307,0.003469962,0.012184599
AC093866.1,4.530464512,-2.379309412,1.080681413,0.003474596,0.012197768
MT1F,10.23746685,-1.803003006,0.761212275,0.003485611,0.012227106
PSORS1C2,6.951779673,-2.347276193,1.058614288,0.00350602,0.012292447
C1orf74,23.97737549,-1.054294879,0.39250872,0.003568172,0.012491318
AC103718.1,2.636910689,-3.415449537,1.844634089,0.003606171,0.012593432
ZNF365,19.8053263,-1.332327732,0.520320155,0.003622035,0.012641396
ZBTB8OS,19.30727379,-1.224379697,0.474117816,0.003862057,0.01336754
TESK2,10.70623641,-1.716306795,0.723211673,0.003879133,0.01341655
XDH,19.12944806,-1.289665508,0.504379545,0.00388895,0.013442894
PDZD2,11.8405844,-1.477018252,0.598079848,0.003911218,0.013510591
TMEM50B,18.8830365,-1.281697466,0.503967803,0.0040019,0.013782436
PMEL,2.637529709,-3.405802021,1.932123218,0.004048031,0.01391353
SMC1A,21.74709066,-1.119516728,0.42917116,0.004126311,0.014150868
RUNDC3A,8.092974447,-1.760027929,0.757668756,0.004181145,0.014335353
SSBP3,12.08309683,-1.395013855,0.566751081,0.004358058,0.014857014
ZHX3,11.35881702,-1.441465967,0.591607609,0.004441939,0.015113878
GJA5,2.317915393,-4.546904872,3.620610389,0.004450222,0.015137556
PIGS,13.83769918,-1.356733142,0.549941792,0.004546973,0.015387009
KIF20A,4.409883332,-2.786504036,1.444564259,0.004751444,0.016008925
DPP4,4.114621139,-2.491068494,1.240914058,0.00481116,0.016181821
XRCC1,15.77891783,-1.282590157,0.520198894,0.004995305,0.016711567
TGM5,2.704726593,-3.147235824,1.806719042,0.005017198,0.016772609
DDX60,5.108930613,-2.117877531,1.000009917,0.005029192,0.01679912
HHLA3,14.10737498,-1.837478522,0.848675815,0.005098766,0.016967197
LNCAROD,3.159697644,-2.982149705,1.532002526,0.005216037,0.017290732
LINC02159,3.708668518,-3.038967025,1.614922693,0.005342245,0.017662429
DQX1,7.147684244,-1.810863888,0.831532494,0.00540046,0.017820744
BUB1B,3.920253681,-2.431458242,1.235161018,0.005424073,0.017890106
LTB4R2,8.50598582,-1.63746286,0.729348402,0.005720163,0.01868361
NBAS,15.68966242,-1.196777922,0.490634777,0.005933556,0.01929839
KITLG,8.340874234,-1.676600062,0.76115826,0.006016627,0.019508799
MCEE,9.79929016,-1.922533962,0.942702912,0.006073065,0.019673309
TIMP3,8.724936778,-1.66846169,0.757035743,0.006143482,0.019859463
TBL3,16.97106682,-1.136749303,0.464760957,0.006291677,0.02025785
UQCRHL,7.773173094,-1.640958398,0.750205974,0.006338032,0.020392166
ABCD3,20.26802768,-1.132374803,0.465416927,0.006550332,0.020997579
BUB1,3.8207251,-2.28040653,1.178382328,0.006687314,0.021377099
COMMD1,21.96397484,-1.05381083,0.428065867,0.006706434,0.021423332
IPO4,18.24661871,-1.134928104,0.468411134,0.006708405,0.021424668
SHCBP1,3.064903277,-2.814046264,1.530486046,0.006837081,0.021775148
SLC22A18AS,4.755659446,-2.412474979,1.250947424,0.00688858,0.021923986
LIVAR,4.430680603,-4.043868659,4.629401783,0.007062916,0.022411644
TMEM101,16.16693092,-1.140017316,0.475072341,0.007086764,0.022471817
RASSF10,2.632122583,-2.935135078,1.881277107,0.00711973,0.02255562
ROBO1,8.974834601,-1.505322395,0.683339589,0.007329622,0.023103879
GEMIN4,22.06425985,-1.045195773,0.429534031,0.007345994,0.023144911
STMN1,16.57005533,-1.190750809,0.506383835,0.007519296,0.023615449
SCAMP4,15.59460711,-1.207976491,0.516201483,0.007594162,0.023807233
TMEM160,13.96691002,-1.681495596,0.819162885,0.007685051,0.024043008
COQ2,14.63442721,-1.288355611,0.564498805,0.00781279,0.024387356
HMMR,4.846554955,-2.168856182,1.136547386,0.007864228,0.024509112
KIF4A,3.555396642,-2.267898968,1.247919104,0.007992782,0.024842432
NKPD1,5.951563561,-1.790433399,0.881612195,0.008042818,0.024981069
POLR2F,10.32494926,-1.359421471,0.610122551,0.00815861,0.025278135
MT4,3.788532275,-3.622877963,3.626916923,0.0082036,0.025377645
ARL4A,21.4725175,-1.073056787,0.452385912,0.008354951,0.025788041
RNASET2,2.887806832,-2.750830531,1.651989317,0.008474795,0.026122889
AL159166.1,3.022742332,-2.79467572,1.882193102,0.00851104,0.026186293
TMEM237,7.780673606,-1.534225469,0.725277961,0.00860977,0.026456206
NRP2,3.544794014,-2.21298347,1.229799069,0.008710949,0.026707643
NTHL1,3.992219863,-2.231204467,1.277330818,0.009137009,0.027810041
HCAR3,3.642985741,-2.28348073,1.348734816,0.009165671,0.027878833
MCM10,2.722279548,-2.71408145,1.833604015,0.009175281,0.027895765
KIAA1143,8.832041205,-1.443179706,0.67758988,0.009236732,0.028027024
AL732437.1,6.093661748,-2.340202367,1.554710951,0.009310703,0.028220448
GPR155,2.538305228,-2.69242839,1.695670131,0.009475209,0.02861223
MTMR4,16.0752245,-1.106603349,0.480923067,0.009519096,0.028707063
MMP28,1.769733213,-3.341369093,4.983334629,0.009531376,0.028737818
SMIM5,2.962103125,-2.587725032,1.55769203,0.010015818,0.029965834
CDKN3,4.85924171,-2.049376083,1.19944262,0.010443517,0.031047077
MCM5,4.052000521,-1.96770465,1.11577555,0.010693997,0.031662124
POLA2,3.039529235,-2.339056029,1.5026819,0.011138511,0.032816281
NAT14,6.114351865,-1.802976909,0.991325027,0.011198933,0.032952085
VASN,7.987909606,-1.609665567,0.822829723,0.011503621,0.033712034
MN1,7.3407139,-1.6765374,0.867544778,0.011626866,0.03402064
PSD3,5.716324856,-1.638214439,0.855856281,0.01169594,0.034203005
MT1M,7.89302028,-2.056889318,1.316750479,0.011961071,0.034827187
SCARB1,13.48873106,-1.170384899,0.539130833,0.012101817,0.035188596
CES4A,4.700533582,-1.988867003,1.133782113,0.012109608,0.035203832
BCHE,1.867663959,-1.165708466,2.301688614,0.012185128,0.035401004
NCAPG2,3.809558087,-1.982152002,1.175671611,0.012274473,0.035621449
MIOS,17.74557174,-1.025466198,0.457641392,0.012323885,0.035715705
GLIPR1,2.598340864,-2.445720505,1.582326769,0.012601914,0.036382093
CYP24A1,5.419994244,-2.11789452,1.244389645,0.012641903,0.036475459
CCDC80,3.779160257,-1.896737409,1.116610696,0.012787991,0.036842228
ZBTB7C,2.445297535,-2.507242384,1.840124612,0.01287665,0.037051245
KIF2C,6.625029536,-1.573249981,0.829168869,0.013050634,0.037502578
CTSH,3.533438467,-2.030209213,1.236764884,0.013084192,0.037577908
CARD17,2.368887429,-2.427106797,2.751484522,0.01311726,0.037641546
SLC15A1,3.447163362,-2.162547782,1.361168743,0.013314704,0.03813676
PCDH7,4.477326489,-1.80538351,1.042518104,0.013341974,0.038191091
PBK,5.124300363,-1.950818524,1.239851987,0.013490118,0.038559162
WDR54,5.226631629,-1.716777413,0.974302225,0.013761039,0.039171274
MSX2,14.65681713,-1.108137438,0.515885239,0.013776234,0.039198358
