gene_id,gene_name
ENSG00000080845,DLGAP4
ENSG00000080854,IGSF9B
ENSG00000081041,CXCL2
ENSG00000081181,ARG2
ENSG00000081320,STK17B
ENSG00000082258,CCNT2
ENSG00000082512,TRAF5
ENSG00000082898,XPO1
ENSG00000083097,DOP1A
ENSG00000083168,KAT6A
ENSG00000083799,CYLD
ENSG00000083814,ZNF671
ENSG00000083828,ZNF586
ENSG00000083844,ZNF264
ENSG00000083896,YTHDC1
ENSG00000083937,CHMP2B
ENSG00000084093,REST
ENSG00000084463,WBP11
ENSG00000085063,CD59
ENSG00000085224,ATRX
ENSG00000085231,AK6
ENSG00000085465,OVGP1
ENSG00000085563,ABCB1
ENSG00000085872,CHERP
ENSG00000086061,DNAJA1
ENSG00000086619,ERO1B
ENSG00000086712,TXLNG
ENSG00000086758,HUWE1
ENSG00000087074,PPP1R15A
ENSG00000087076,HSD17B14
ENSG00000087085,ACHE
ENSG00000087087,SRRT
ENSG00000087088,BAX
ENSG00000087095,NLK
ENSG00000087206,UIMC1
ENSG00000087274,ADD1
ENSG00000087589,CASS4
ENSG00000088038,CNOT3
ENSG00000088247,KHSRP
ENSG00000088808,PPP1R13B
ENSG00000088854,C20orf194
ENSG00000088899,LZTS3
ENSG00000088970,KIZ
ENSG00000089006,SNX5
ENSG00000089048,ESF1
ENSG00000089060,SLC8B1
ENSG00000089159,PXN
ENSG00000089280,FUS
ENSG00000089351,GRAMD1A
ENSG00000089639,GMIP
ENSG00000089692,LAG3
ENSG00000089818,NECAP1
ENSG00000089916,GPATCH2L
ENSG00000090020,SLC9A1
ENSG00000090060,PAPOLA
ENSG00000090061,CCNK
ENSG00000090316,MAEA
ENSG00000090372,STRN4
ENSG00000090581,GNPTG
ENSG00000090615,GOLGA3
ENSG00000090674,MCOLN1
ENSG00000090857,PDPR
ENSG00000090924,PLEKHG2
ENSG00000090975,PITPNM2
ENSG00000091009,RBM27
ENSG00000091732,ZC3HC1
ENSG00000092199,HNRNPC
ENSG00000092203,TOX4
ENSG00000092439,TRPM7
ENSG00000092929,UNC13D
ENSG00000092978,GPATCH2
ENSG00000094975,SUCO
ENSG00000095319,NUP188
ENSG00000095397,WHRN
ENSG00000095564,BTAF1
ENSG00000095574,IKZF5
ENSG00000095752,IL11
ENSG00000095787,WAC
ENSG00000096070,BRPF3
ENSG00000096384,HSP90AB1
ENSG00000096401,CDC5L
ENSG00000096717,SIRT1
ENSG00000096746,HNRNPH3
ENSG00000097096,SYDE2
ENSG00000099290,WASHC2A
ENSG00000099326,MZF1
ENSG00000099331,MYO9B
ENSG00000099338,CATSPERG
ENSG00000099365,STX1B
ENSG00000099381,SETD1A
ENSG00000099625,CBARP
ENSG00000099783,HNRNPM
ENSG00000099814,CEP170B
ENSG00000099822,HCN2
ENSG00000099860,GADD45B
ENSG00000099875,MKNK2
ENSG00000099889,ARVCF
ENSG00000099917,MED15
ENSG00000099942,CRKL
ENSG00000099985,OSM
ENSG00000099992,TBC1D10A
ENSG00000100038,TOP3B
ENSG00000100060,MFNG
ENSG00000100068,LRP5L
ENSG00000100083,GGA1
ENSG00000100109,TFIP11
ENSG00000100151,PICK1
ENSG00000100201,DDX17
ENSG00000100221,JOSD1
ENSG00000100226,GTPBP1
ENSG00000100239,PPP6R2
ENSG00000100253,MIOX
ENSG00000100263,RHBDD3
ENSG00000100266,PACSIN2
ENSG00000100288,CHKB
ENSG00000100292,HMOX1
ENSG00000100330,MTMR3
ENSG00000100393,EP300
ENSG00000100425,BRD1
ENSG00000100427,MLC1
ENSG00000100483,VCPKMT
ENSG00000100519,PSMC6
ENSG00000100603,SNW1
ENSG00000100625,SIX4
ENSG00000100647,SUSD6
ENSG00000100650,SRSF5
ENSG00000100664,EIF5
ENSG00000100731,PCNX1
ENSG00000100739,BDKRB1
ENSG00000100813,ACIN1
ENSG00000100836,PABPN1
ENSG00000100867,DHRS2
ENSG00000100897,DCAF11
ENSG00000100906,NFKBIA
ENSG00000100941,PNN
ENSG00000101104,PABPC1L
ENSG00000101109,STK4
ENSG00000101146,RAE1
ENSG00000101191,DIDO1
ENSG00000101199,ARFGAP1
ENSG00000101216,GMEB2
ENSG00000101236,RNF24
ENSG00000101447,FAM83D
ENSG00000101460,MAP1LC3A
ENSG00000101493,ZNF516
ENSG00000101544,ADNP2
ENSG00000101558,VAPA
ENSG00000101577,LPIN2
ENSG00000101665,SMAD7
ENSG00000101745,ANKRD12
ENSG00000101752,MIB1
ENSG00000101782,RIOK3
ENSG00000101888,NXT2
ENSG00000101940,WDR13
ENSG00000101986,ABCD1
ENSG00000102003,SYP
ENSG00000102034,ELF4
ENSG00000102057,KCND1
ENSG00000102128,RAB40AL
ENSG00000102195,GPR50
ENSG00000102225,CDK16
ENSG00000102287,GABRE
ENSG00000102302,FGD1
ENSG00000102401,ARMCX3
ENSG00000102531,FNDC3A
ENSG00000102547,CAB39L
ENSG00000102760,RGCC
ENSG00000102780,DGKH
ENSG00000102786,INTS6
ENSG00000102858,MGRN1
ENSG00000102901,CENPT
ENSG00000102908,NFAT5
ENSG00000102984,ZNF821
ENSG00000103034,NDRG4
ENSG00000103042,SLC38A7
ENSG00000103064,SLC7A6
ENSG00000103111,MON1B
ENSG00000103126,AXIN1
ENSG00000103154,NECAB2
ENSG00000103168,TAF1C
ENSG00000103194,USP10
ENSG00000103248,MTHFSD
ENSG00000103249,CLCN7
ENSG00000103264,FBXO31
ENSG00000103269,RHBDL1
ENSG00000103275,UBE2I
ENSG00000103316,CRYM
ENSG00000103326,CAPN15
ENSG00000103335,PIEZO1
ENSG00000103365,GGA2
ENSG00000103496,STX4
ENSG00000103510,KAT8
ENSG00000103647,CORO2B
ENSG00000103723,AP3B2
ENSG00000103932,RPAP1
ENSG00000104064,GABPB1
ENSG00000104177,MYEF2
ENSG00000104218,CSPP1
ENSG00000104219,ZDHHC2
ENSG00000104299,INTS9
ENSG00000104365,IKBKB
ENSG00000104497,SNX16
ENSG00000104517,UBR5
ENSG00000104635,SLC39A14
ENSG00000104714,ERICH1
ENSG00000104722,NEFM
ENSG00000104728,ARHGEF10
ENSG00000104783,KCNN4
ENSG00000104808,DHDH
ENSG00000104825,NFKBIB
ENSG00000104826,LHB
ENSG00000104852,SNRNP70
ENSG00000104853,CLPTM1
ENSG00000104856,RELB
ENSG00000104859,CLASRP
ENSG00000104870,FCGRT
ENSG00000104879,CKM
ENSG00000104899,AMH
ENSG00000104904,OAZ1
ENSG00000104907,TRMT1
ENSG00000104936,DMPK
ENSG00000104941,RSPH6A
ENSG00000104946,TBC1D17
ENSG00000104957,CCDC130
ENSG00000104960,PTOV1
ENSG00000104967,NOVA2
ENSG00000104980,TIMM44
ENSG00000105053,VRK3
ENSG00000105063,PPP6R1
ENSG00000105085,MED26
ENSG00000105146,AURKC
ENSG00000105219,CNTD2
ENSG00000105227,PRX
ENSG00000105229,PIAS4
ENSG00000105245,NUMBL
ENSG00000105248,YJU2
ENSG00000105298,CACTIN
ENSG00000105321,CCDC9
ENSG00000105325,FZR1
ENSG00000105329,TGFB1
ENSG00000105376,ICAM5
ENSG00000105397,TYK2
ENSG00000105419,MEIS3
ENSG00000105443,CYTH2
ENSG00000105447,GRWD1
ENSG00000105497,ZNF175
ENSG00000105499,PLA2G4C
ENSG00000105520,PLPPR2
ENSG00000105523,FAM83E
ENSG00000105552,BCAT2
ENSG00000105556,MIER2
ENSG00000105559,PLEKHA4
ENSG00000105613,MAST1
ENSG00000105655,ISYNA1
ENSG00000105656,ELL
ENSG00000105717,PBX4
ENSG00000105722,ERF
ENSG00000105737,GRIK5
ENSG00000105784,RUNDC3B
ENSG00000105821,DNAJC2
ENSG00000105825,TFPI2
ENSG00000105856,HBP1
ENSG00000105866,SP4
ENSG00000105879,CBLL1
ENSG00000105991,HOXA1
ENSG00000105993,DNAJB6
ENSG00000106070,GRB10
ENSG00000106089,STX1A
ENSG00000106178,CCL24
ENSG00000106245,BUD31
ENSG00000106258,CYP3A5
ENSG00000106261,ZKSCAN1
ENSG00000106266,SNX8
ENSG00000106328,FSCN3
ENSG00000106346,USP42
ENSG00000106397,PLOD3
ENSG00000106404,CLDN15
ENSG00000106462,EZH2
ENSG00000106524,ANKMY2
ENSG00000106608,URGCP
ENSG00000106624,AEBP1
ENSG00000106636,YKT6
ENSG00000106665,CLIP2
ENSG00000106701,FSD1L
ENSG00000107077,KDM4C
ENSG00000107140,TESK1
ENSG00000107164,FUBP3
ENSG00000107186,MPDZ
ENSG00000107281,NPDC1
ENSG00000107290,SETX
ENSG00000107372,ZFAND5
ENSG00000107521,HPS1
ENSG00000107643,MAPK8
ENSG00000107819,SFXN3
ENSG00000107862,GBF1
ENSG00000107863,ARHGAP21
ENSG00000107929,LARP4B
ENSG00000107959,PITRM1
ENSG00000108106,UBE2S
ENSG00000108179,PPIF
ENSG00000108187,PBLD
ENSG00000108256,NUFIP2
ENSG00000108379,WNT3
ENSG00000108417,KRT37
ENSG00000108506,INTS2
ENSG00000108509,CAMTA2
ENSG00000108510,MED13
ENSG00000108515,ENO3
ENSG00000108551,RASD1
ENSG00000108599,AKAP10
ENSG00000108654,DDX5
ENSG00000108669,CYTH1
ENSG00000108671,PSMD11
ENSG00000108799,EZH1
ENSG00000108821,COL1A1
ENSG00000108848,LUC7L3
ENSG00000108854,SMURF2
ENSG00000108963,DPH1
ENSG00000109046,WSB1
ENSG00000109083,IFT20
ENSG00000109111,SUPT6H
ENSG00000109113,RAB34
ENSG00000109184,DCUN1D4
ENSG00000109220,CHIC2
ENSG00000109270,LAMTOR3
ENSG00000109320,NFKB1
ENSG00000109332,UBE2D3
ENSG00000109606,DHX15
ENSG00000109670,FBXW7
ENSG00000109685,NSD2
ENSG00000109736,MFSD10
ENSG00000109756,RAPGEF2
ENSG00000109771,LRP2BP
ENSG00000109917,ZPR1
ENSG00000109920,FNBP4
ENSG00000109956,B3GAT1
ENSG00000109971,HSPA8
ENSG00000110046,ATG2A
ENSG00000110066,KMT5B
ENSG00000110075,PPP6R3
ENSG00000110169,HPX
ENSG00000110171,TRIM3
ENSG00000110172,CHORDC1
ENSG00000110344,UBE4A
ENSG00000110395,CBL
ENSG00000110429,FBXO3
ENSG00000110492,MDK
ENSG00000110514,MADD
ENSG00000110619,CARS
ENSG00000110719,TCIRG1
ENSG00000110721,CHKA
ENSG00000110876,SELPLG
ENSG00000110906,KCTD10
ENSG00000110944,IL23A
ENSG00000111011,RSRC2
ENSG00000111215,PRR4
ENSG00000111254,AKAP3
ENSG00000111450,STX2
ENSG00000111641,NOP2
ENSG00000111642,CHD4
ENSG00000111674,ENO2
ENSG00000111676,ATN1
ENSG00000111696,NT5DC3
ENSG00000111727,HCFC2
ENSG00000111785,RIC8B
ENSG00000111790,FGFR1OP2
ENSG00000111799,COL12A1
ENSG00000111846,GCNT2
ENSG00000111897,SERINC1
ENSG00000111981,ULBP1
ENSG00000112081,SRSF3
ENSG00000112110,MRPL18
ENSG00000112149,CD83
ENSG00000112183,RBM24
ENSG00000112200,ZNF451
ENSG00000112208,BAG2
ENSG00000112242,E2F3
ENSG00000112282,MED23
ENSG00000112297,CRYBG1
ENSG00000112308,C6orf62
ENSG00000112511,PHF1
ENSG00000112531,QKI
ENSG00000112561,TFEB
ENSG00000112599,GUCA1B
ENSG00000112655,PTK7
ENSG00000112701,SENP6
ENSG00000112739,PRPF4B
ENSG00000112763,BTN2A1
ENSG00000112941,TENT4A
ENSG00000112972,HMGCS1
ENSG00000112983,BRD8
ENSG00000113013,HSPA9
ENSG00000113240,CLK4
ENSG00000113369,ARRDC3
ENSG00000113389,NPR3
ENSG00000113407,TARS
ENSG00000113430,IRX4
ENSG00000113504,SLC12A7
ENSG00000113594,LIFR
ENSG00000113615,SEC24A
ENSG00000113649,TCERG1
ENSG00000113739,STC2
ENSG00000113742,CPEB4
ENSG00000113810,SMC4
ENSG00000113924,HGD
ENSG00000114107,CEP70
ENSG00000114127,XRN1
ENSG00000114315,HES1
ENSG00000114374,USP9Y
ENSG00000114416,FXR1
ENSG00000114529,C3orf52
ENSG00000114554,PLXNA1
ENSG00000114742,WDR48
ENSG00000114784,EIF1B
ENSG00000114796,KLHL24
ENSG00000114923,SLC4A3
ENSG00000114933,INO80D
ENSG00000114982,KANSL3
ENSG00000114988,LMAN2L
ENSG00000115009,CCL20
ENSG00000115137,DNAJC27
ENSG00000115226,FNDC4
ENSG00000115289,PCGF1
ENSG00000115355,CCDC88A
ENSG00000115419,GLS
ENSG00000115446,UNC50
ENSG00000115464,USP34
ENSG00000115484,CCT4
ENSG00000115520,COQ10B
ENSG00000115524,SF3B1
ENSG00000115568,ZNF142
ENSG00000115590,IL1R2
ENSG00000115596,WNT6
ENSG00000115602,IL1RL1
ENSG00000115607,IL18RAP
ENSG00000115657,ABCB6
ENSG00000115738,ID2
ENSG00000115758,ODC1
ENSG00000115844,DLX2
ENSG00000115966,ATF2
ENSG00000115977,AAK1
ENSG00000115998,C2orf42
ENSG00000116128,BCL9
ENSG00000116161,CACYBP
ENSG00000116273,PHF13
ENSG00000116285,ERRFI1
ENSG00000116350,SRSF4
ENSG00000116539,ASH1L
ENSG00000116560,SFPQ
ENSG00000116584,ARHGEF2
ENSG00000116604,MEF2D
ENSG00000116652,DLEU2L
ENSG00000116679,IVNS1ABP
ENSG00000116731,PRDM2
ENSG00000116754,SRSF11
ENSG00000116761,CTH
ENSG00000116786,PLEKHM2
ENSG00000116793,PHTF1
ENSG00000116809,ZBTB17
ENSG00000116903,EXOC8
ENSG00000116954,RRAGC
ENSG00000117000,RLF
ENSG00000117020,AKT3
ENSG00000117245,KIF17
ENSG00000117360,PRPF3
ENSG00000117407,ARTN
ENSG00000117410,ATP6V0B
ENSG00000117519,CNN3
ENSG00000117569,PTBP2
ENSG00000117614,SYF2
ENSG00000117616,RSRP1
ENSG00000117713,ARID1A
ENSG00000118058,KMT2A
ENSG00000118160,SLC8A2
ENSG00000118162,KPTN
ENSG00000118246,FASTKD2
ENSG00000118292,C1orf54
ENSG00000118495,PLAGL1
ENSG00000118503,TNFAIP3
ENSG00000118514,ALDH8A1
ENSG00000118523,CCN2
ENSG00000118579,MED28
ENSG00000118707,TGIF2
ENSG00000118873,RAB3GAP2
ENSG00000119041,GTF3C3
ENSG00000119042,SATB2
ENSG00000119048,UBE2B
ENSG00000119231,SENP5
ENSG00000119326,CTNNAL1
ENSG00000119403,PHF19
ENSG00000119630,PGF
ENSG00000119682,AREL1
ENSG00000119688,ABCD4
ENSG00000119689,DLST
ENSG00000119707,RBM25
ENSG00000119760,SUPT7L
ENSG00000119771,KLHL29
ENSG00000119772,DNMT3A
ENSG00000119801,YPEL5
ENSG00000119888,EPCAM
ENSG00000119922,IFIT2
ENSG00000119938,PPP1R3C
ENSG00000119943,PYROXD2
ENSG00000119953,SMNDC1
ENSG00000120063,GNA13
ENSG00000120071,KANSL1
ENSG00000120129,DUSP1
ENSG00000120217,CD274
ENSG00000120334,CENPL
ENSG00000120370,GORAB
ENSG00000120458,MSANTD2
ENSG00000120549,KIAA1217
ENSG00000120616,EPC1
ENSG00000120662,MTRF1
ENSG00000120686,UFM1
ENSG00000120690,ELF1
ENSG00000120694,HSPH1
ENSG00000120709,FAM53C
ENSG00000120738,EGR1
ENSG00000120833,SOCS2
ENSG00000120885,CLU
ENSG00000120889,TNFRSF10B
ENSG00000120899,PTK2B
ENSG00000120948,TARDBP
ENSG00000121104,FAM117A
ENSG00000121274,TENT4B
ENSG00000121281,ADCY7
ENSG00000121297,TSHZ3
ENSG00000121390,PSPC1
ENSG00000121413,ZSCAN18
ENSG00000121577,POPDC2
ENSG00000121671,CRY2
ENSG00000121716,PILRB
ENSG00000121741,ZMYM2
ENSG00000121749,TBC1D15
ENSG00000121903,ZSCAN20
ENSG00000121931,LRIF1
ENSG00000122008,POLK
ENSG00000122035,RASL11A
ENSG00000122042,UBL3
ENSG00000122257,RBBP6
ENSG00000122390,NAA60
ENSG00000122435,TRMT13
ENSG00000122483,CCDC18
ENSG00000122566,HNRNPA2B1
ENSG00000122641,INHBA
ENSG00000123066,MED13L
ENSG00000123094,RASSF8
ENSG00000123130,ACOT9
ENSG00000123136,DDX39A
ENSG00000123268,ATF1
ENSG00000123329,ARHGAP9
ENSG00000123342,MMP19
ENSG00000123352,SPATS2
ENSG00000123358,NR4A1
ENSG00000123411,IKZF4
ENSG00000123473,STIL
ENSG00000123562,MORF4L2
ENSG00000123636,BAZ2B
ENSG00000123643,SLC36A1
ENSG00000123684,LPGAT1
ENSG00000123689,G0S2
ENSG00000123908,AGO2
ENSG00000123975,CKS2
ENSG00000124067,SLC12A4
ENSG00000124102,PI3
ENSG00000124103,FAM209A
ENSG00000124171,PARD6B
ENSG00000124193,SRSF6
ENSG00000124201,ZNFX1
ENSG00000124216,SNAI1
ENSG00000124226,RNF114
ENSG00000124257,NEURL2
ENSG00000124486,USP9X
ENSG00000124508,BTN2A2
ENSG00000124575,HIST1H1D
ENSG00000124610,HIST1H1A
ENSG00000124635,HIST1H2BJ
ENSG00000124788,ATXN1
ENSG00000124875,CXCL6
ENSG00000125046,SSUH2
ENSG00000125266,EFNB2
ENSG00000125347,IRF1
ENSG00000125386,FAM193A
ENSG00000125447,GGA3
ENSG00000125505,MBOAT7
ENSG00000125531,FNDC11
ENSG00000125633,CCDC93
ENSG00000125686,MED1
ENSG00000125740,FOSB
ENSG00000125834,STK35
ENSG00000125845,BMP2
ENSG00000125945,ZNF436
ENSG00000125952,MAX
ENSG00000125962,ARMCX5
ENSG00000126001,CEP250
ENSG00000126003,PLAGL2
ENSG00000126012,KDM5C
ENSG00000126070,AGO3
ENSG00000126214,KLC1
ENSG00000126226,PCID2
ENSG00000126368,NR1D1
ENSG00000126453,BCL2L12
ENSG00000126461,SCAF1
ENSG00000126562,WNK4
ENSG00000126603,GLIS2
ENSG00000126759,CFP
ENSG00000126767,ELK1
ENSG00000126775,ATG14
ENSG00000127054,INTS11
ENSG00000127081,ZNF484
ENSG00000127124,HIVEP3
ENSG00000127314,RAP1B
ENSG00000127418,FGFRL1
ENSG00000127481,UBR4
ENSG00000127483,HP1BP3
ENSG00000127511,SIN3B
ENSG00000127804,METTL16
ENSG00000127914,AKAP9
ENSG00000127993,RBM48
ENSG00000128016,ZFP36
ENSG00000128165,ADM2
ENSG00000128272,ATF4
ENSG00000128342,LIF
ENSG00000128383,APOBEC3A
ENSG00000128482,RNF112
ENSG00000128510,CPA4
ENSG00000128512,DOCK4
ENSG00000128564,VGF
ENSG00000128585,MKLN1
ENSG00000128591,FLNC
ENSG00000128656,CHN1
ENSG00000128881,TTBK2
ENSG00000128891,CCDC32
ENSG00000128908,INO80
ENSG00000128918,ALDH1A2
ENSG00000128965,CHAC1
ENSG00000129197,RPAIN
ENSG00000129351,ILF3
ENSG00000129437,KLK14
ENSG00000129460,NGDN
ENSG00000129467,ADCY4
ENSG00000129472,RAB2B
ENSG00000129484,PARP2
ENSG00000129514,FOXA1
ENSG00000129566,TEP1
ENSG00000129657,SEC14L1
ENSG00000129749,CHRNA10
ENSG00000129757,CDKN1C
ENSG00000129946,SHC2
ENSG00000130052,STARD8
ENSG00000130066,SAT1
ENSG00000130158,DOCK6
ENSG00000130159,ECSIT
ENSG00000130222,GADD45G
ENSG00000130254,SAFB2
ENSG00000130294,KIF1A
ENSG00000130311,DDA1
ENSG00000130338,TULP4
ENSG00000130340,SNX9
ENSG00000130382,MLLT1
ENSG00000130396,AFDN
ENSG00000130449,ZSWIM6
ENSG00000130479,MAP1S
ENSG00000130518,IQCN
ENSG00000130545,CRB3
ENSG00000130584,ZBTB46
ENSG00000130699,TAF4
ENSG00000130703,OSBPL2
ENSG00000130723,PRRC2B
ENSG00000130749,ZC3H4
ENSG00000130766,SESN2
ENSG00000130783,CCDC62
ENSG00000130787,HIP1R
ENSG00000130803,ZNF317
ENSG00000130811,EIF3G
ENSG00000130818,ZNF426
ENSG00000130821,SLC6A8
ENSG00000130822,PNCK
ENSG00000130827,PLXNA3
ENSG00000130856,ZNF236
ENSG00000130985,UBA1
ENSG00000131013,PPIL4
ENSG00000131023,LATS1
ENSG00000131037,EPS8L1
ENSG00000131051,RBM39
ENSG00000131067,GGT7
ENSG00000131080,EDA2R
ENSG00000131165,CHMP1A
ENSG00000131196,NFATC1
ENSG00000131263,RLIM
ENSG00000131323,TRAF3
ENSG00000131398,KCNC3
ENSG00000131435,PDLIM4
ENSG00000131459,GFPT2
ENSG00000131471,AOC3
ENSG00000131480,AOC2
ENSG00000131503,ANKHD1
ENSG00000131626,PPFIA1
ENSG00000131652,THOC6
ENSG00000131711,MAP1B
ENSG00000131748,STARD3
ENSG00000131759,RARA
ENSG00000131791,PRKAB2
ENSG00000131931,THAP1
ENSG00000132002,DNAJB1
ENSG00000132003,ZSWIM4
ENSG00000132005,RFX1
ENSG00000132017,DCAF15
ENSG00000132155,RAF1
ENSG00000132254,ARFIP2
ENSG00000132326,PER2
ENSG00000132424,PNISR
ENSG00000132510,KDM6B
ENSG00000132535,DLG4
ENSG00000132549,VPS13B
ENSG00000132680,KHDC4
ENSG00000132716,DCAF8
ENSG00000132740,IGHMBP2
ENSG00000132819,RBM38
